tweet,comportamental,fisiologico,psiquico,dhTweet,idUsuario,validadoEspec,idTweet,label
queria morrer só pra não ter q passar por isso,TRUE,FALSE,FALSE,2019-10-12,eaieve,TRUE,4146,2
puts queria morrer será q se eu tomar banho passa,TRUE,FALSE,FALSE,2019-10-12,NJ_DarkPrince,TRUE,4149,2
eu vou me matar não é possivel,TRUE,FALSE,FALSE,2019-09-19,aholaclari,TRUE,2879,2
"Quero abrir live, mas ao mesmo tempo estou desanimado. Como que faz? 🙃",FALSE,FALSE,FALSE,2019-09-19,almeckysan,TRUE,2889,0
to com insônia irra,FALSE,TRUE,FALSE,2019-10-15,shxsgone,TRUE,5435,1
já aceitei que to com insônia,FALSE,TRUE,FALSE,2019-10-15,te_tesaum,TRUE,5436,1
queria dizer que to no insonia ba porém só to com insonia memo,FALSE,TRUE,FALSE,2019-10-15,mariahzice,TRUE,5437,1
Enganando minha mente que to com insônia só pra poder continuar assistindo série sem peso na consciência,FALSE,TRUE,FALSE,2019-10-15,brenolsilveira,TRUE,5438,1
Tô com insônia só pode 🤦,FALSE,TRUE,FALSE,2019-10-15,Gabii_Nunes22,TRUE,5439,1
Eu preciso tratar essa insônia... Não ta dando não,FALSE,TRUE,FALSE,2019-10-15,_Nathsm,TRUE,5440,1
essa insônia me deixa boladao,FALSE,TRUE,FALSE,2019-10-15,LucasAlves_77,TRUE,5442,1
"mano essa insônia é foda, nem dormi ainda",FALSE,TRUE,FALSE,2019-10-15,Dg_alves7,TRUE,5443,1
"Estou precisando de um remédio que me apague por 8 horas, essa insônia está acabando comigo!",FALSE,TRUE,FALSE,2019-10-15,JeehFeliix,TRUE,5444,1
nossa essa insônia foi tensa hj,FALSE,TRUE,FALSE,2019-10-15,carol_otto_,TRUE,5445,1
@anonimo Entendi. Espero que essa insônia passe.❤💜,FALSE,TRUE,FALSE,2019-10-15,FKpop124,TRUE,5446,1
Essa insônia tá acabando cmg. Parece q fui atropelada😴💤,FALSE,TRUE,FALSE,2019-10-15,CarlaDavim,TRUE,5447,1
que inferno eu quero comer e não consigo,FALSE,FALSE,FALSE,2019-09-19,camilao16_,TRUE,2776,0
"hoje eu não tive forças para levantar e ir pra aula, mas pelo menos cozinhei uma comidinha gostosa, arrumei meu qua… https://t.co/YYsZ7XnwSx",TRUE,FALSE,FALSE,2019-09-11,pravcehseujorge,TRUE,34,2
Tô com febre tô com falta de ar  Não desejo isso pra minha inimiga,FALSE,FALSE,FALSE,2019-09-19,alana_gabizinha,TRUE,2995,0
nossa eu quero muito morrer eu to muito mal,TRUE,FALSE,FALSE,2019-09-18,marquininha,TRUE,2515,2
"Eu vou me matar antes dos 20, certeza",TRUE,FALSE,FALSE,2019-09-19,PAOCOMOVNI,TRUE,2973,2
quero sumir se possível,TRUE,FALSE,FALSE,2019-10-02,RissiVitoria,TRUE,3267,2
@anonimo @anonimo A vontade de me matar só aumenta,TRUE,FALSE,FALSE,2019-10-15,aminadasmeia,TRUE,5391,2
"Guaravita meteu sérin CARALHO MO VONTADE DE ME MATAR, MAS E SE EU MORRER MANO? kkkkkkkkkkkkkkkkkkk",TRUE,FALSE,FALSE,2019-10-15,MayaraCortez6,TRUE,5392,2
Pretendia ver 2 eps na volta mas sinceramente tô dboa aqui com minhas musiquinhas e minha vontade de me matar,TRUE,FALSE,FALSE,2019-10-15,a5DqHas,TRUE,5394,2
de uma maneira q me dá vontade de me matar https://t.co/SeMRwV6P5Y,TRUE,FALSE,FALSE,2019-10-15,barbarasfc1904,TRUE,5401,2
vontade de morrer,TRUE,FALSE,FALSE,2019-10-15,_brucetao,TRUE,5402,2
Só não me mato pq sei que se eu me matar vou para o inferno e entre sofre mais um pouco e sofre para o resto da vida prefiro sofre mais um pouco,TRUE,FALSE,FALSE,2019-09-19,FabiMoreira557,TRUE,2849,2
eu não sei só quero morrer não tem motivos pra eu viver sou excluído de tudo só bagunço as pessoas eu trago todo mal a elas mano na maioria das vezes com intenção,TRUE,FALSE,FALSE,2019-10-02,nowshawns,TRUE,3367,2
"Vão me matar, mas vou dizer. Sempre vi o suicídio como um direito de cada um. Nunca olhei pra ele como solução, mas há quem enxergue nele o fim da dor. Todos têm o direito de não sentí-la mais. É importante... https://t.co/0gveWrmNmg",TRUE,FALSE,FALSE,2019-09-16,silmargama,TRUE,2868,2
"Que sono, não dá mais, vou ter que me matar. 🤡",TRUE,FALSE,FALSE,2019-09-19,swrtte,TRUE,2882,2
Não se acostume a mim uma hora ou outra eu irei me matar,TRUE,FALSE,FALSE,2019-10-13,JaianeAlvelino,TRUE,4320,2
Meu deus cara acabei de ver coisas inadmissíveis irei me matar,TRUE,FALSE,FALSE,2019-10-13,shizuuku,TRUE,4321,2
@anonimo @anonimo não se preocupe irei me matar antes disso acontecer e ninguém vai se importar,TRUE,FALSE,FALSE,2019-10-12,AlexHCbr,TRUE,4329,2
Quero sumir dessa casa CARALHOO,TRUE,FALSE,FALSE,2019-10-02,zampieri_anaa,TRUE,3270,2
eu cheia de amitriptilina https://t.co/QP5IWnyIpB,TRUE,FALSE,FALSE,2019-09-26,itachitsuki,TRUE,3167,2
nmrl eu quero sumir,TRUE,FALSE,FALSE,2019-10-02,mariigonclvs,TRUE,3268,2
"As vezes eu só queria partir desse mundo, as coisas seriam mais fáceis para algumas pessoas. E não teria mais nada para dar errado ou fracassar...",TRUE,FALSE,FALSE,2019-10-02,Andressa_7197,TRUE,3347,2
eu ia maratonar mdzs no sabado mas esqueci que tenho que ir trabalhar vou me matar,TRUE,FALSE,FALSE,2019-09-26,_moodyblues,TRUE,3025,2
"Nossa, tô desanimado de mais. Alguém me mata.",TRUE,FALSE,FALSE,2019-10-13,rosxmoon,TRUE,4681,2
"Será que se eu encomendar minha morte, eai eu pedir perdão pra Deus antes da pessoa vir me matar e eu não avisar pra ela que não quero mais, eu vou pro céu?",TRUE,FALSE,FALSE,2019-09-26,isabelaamrl,TRUE,3043,2
"não eh querendo ser ingrata mas assim os pais q falam ""eu paguei p vc td a vida td"" tipo n tem noção de q eh o mínimo, sei la eu pelo menos n queria ter nascido",TRUE,FALSE,FALSE,2019-10-11,milorac_,TRUE,4362,2
Só queria sumir,TRUE,FALSE,FALSE,2019-10-02,Erickkmartinss,TRUE,3285,2
"só queria sumir, namoral",TRUE,FALSE,FALSE,2019-10-02,Laisinha_13,TRUE,3286,2
só queria sumir ficar sozinho sl,TRUE,FALSE,FALSE,2019-10-02,arthur_stuepp,TRUE,3287,2
"sei la, as vazes eu só queria sumir sem deixar rastros que nem o tiago iorc fez e só dps de um bom tempo aparecer dnv",TRUE,FALSE,FALSE,2019-10-02,dudistrouxinha,TRUE,3289,2
só quero desaparecer desse mundo,TRUE,FALSE,FALSE,2019-09-26,beeelsb,TRUE,3206,2
quero transar mas nao quero ver ngm como q faz,TRUE,FALSE,FALSE,2019-10-12,shadesofgaygay,TRUE,4461,2
uma mistura de não quero ver ngm com vou me isolar e uma pitada de to morta com cheiro de vou sumir,TRUE,FALSE,FALSE,2019-10-11,colynibi,TRUE,4462,2
"Eu tenho o dom de afastar pessoas de mim, como isso?",TRUE,FALSE,FALSE,2019-10-12,GowLux17,TRUE,4481,2
Olha eu tenho um dom de afastar pessoas que eu realmente gosto,TRUE,FALSE,FALSE,2019-10-12,danegrela,TRUE,4482,2
Minha qualidade de afastar pessoas está mais atualizada que nunca,TRUE,FALSE,FALSE,2019-10-12,chiomnipresente,TRUE,4488,2
"me afastei de tanta gente que eu nunca imaginei me afastar, pessoas que viviam comigo, compartilhava minha vida e batia no peito dizendo que era minha amiga (o). E te falar minha vida tá muito melhor, as coisas estão fluindo bem pra crl, as pessoas são um carma na nossa vida.",TRUE,FALSE,FALSE,2019-10-12,lyndaa_az,TRUE,4489,2
acho que eu tenho o dom de afastar as pessoas mais importantes de mim,TRUE,FALSE,FALSE,2019-10-13,maduhlb,TRUE,4496,2
"É impressionante o dom que tenho de afastar às pessoas Sou dura (principalmente com às palavras) ignorante, e detesto que tentem mandar em mim.",TRUE,FALSE,FALSE,2019-10-13,soopraconstar,TRUE,4497,2
"@anonimo Pq você quer afastar as pessoas, por a energia delas ser ruim sjshsbsbdbdhdhd. No caso, na nossa sala tem muita gente assim",TRUE,FALSE,FALSE,2019-10-13,nathycarolis,TRUE,4498,2
Ah minha insegurança Meu ciúme... meu jeito de me afastar das pessoas 😔,TRUE,FALSE,FALSE,2019-10-13,maiteduffeck,TRUE,4499,2
"Um dia eu ainda vou me matar, anota aí...",TRUE,FALSE,FALSE,2019-10-14,aa_pedrinho,TRUE,4794,2
ta vou me matar to puto cmg msm,TRUE,FALSE,FALSE,2019-10-14,twolexzin,TRUE,4795,2
isso só pode significar uma coisa. irei me matar ainda hoje https://t.co/UDb8lfdBmv,TRUE,FALSE,FALSE,2019-10-14,reajaarrombadx,TRUE,4797,2
irei me matar https://t.co/Zt95TcIsBd,TRUE,FALSE,FALSE,2019-10-13,adfstnnn,TRUE,4798,2
Vontade de ficar no quarto até amanhã,TRUE,FALSE,FALSE,2019-10-13,gabbsolive,TRUE,4514,2
Eu juro que um dia essa depressao ainda vai me matar,TRUE,FALSE,FALSE,2019-10-01,omodeigabi,TRUE,3219,2
"To com depressão e transtorno de ansiedade, comecei a tomar remédio todo dia mas não vai ser essa doença que vai me matar.",TRUE,FALSE,FALSE,2019-09-26,BiancaCandida_,TRUE,3220,2
"Essa depressão vai me matar, eu juro! https://t.co/pbOIfT0Vn2",TRUE,FALSE,FALSE,2019-10-02,vansse5,TRUE,3224,2
Me sinto um inútil❤️❤️😍😍,FALSE,FALSE,TRUE,2019-10-13,inacio_19,TRUE,4309,3
"quando você não gosta do professor a vontade eh 0 de estudar pra matéria, consequentemente a nota eh -10",FALSE,FALSE,FALSE,2019-10-15,sttmsg,TRUE,5170,0
Estudar pra informática no ponto de ônibus >>>>>>>>>,FALSE,FALSE,FALSE,2019-10-15,brunno_muzi,TRUE,5172,0
@anonimo Será q compensa vc estudar,FALSE,FALSE,FALSE,2019-10-15,edddoliveiraa,TRUE,5173,0
"odeiO acordar tarde em feriado,,,, só queria ser 100% produtiva ir p academia cedinho lavar o cabelo estudar pras provas etc",FALSE,FALSE,FALSE,2019-10-15,virolivs,TRUE,5175,0
Eu sou do tipo que prioriza os estudos e quando vê só deu tempo de estudar msm e as vezes nem o assunto todo,FALSE,FALSE,FALSE,2019-10-15,carvalhoju98,TRUE,5176,0
"@anonimo Não sei quem vai jogar a água, mas sei que vou passar o rodo!",FALSE,FALSE,FALSE,2019-10-15,MateusSarrada,TRUE,5180,0
"@anonimo Nem o de soldados mortos, ao tentarem jogar a bomba...",FALSE,FALSE,FALSE,2019-10-15,apturini,TRUE,5181,0
vamo jogar a final em casa rs https://t.co/eXykjQ2H2O,FALSE,FALSE,FALSE,2019-10-15,filhojp61,TRUE,5182,0
Fico impressionado com a minha capacidade de fingir que não tô nem aí quando na verdade quero jogar a pessoa de um penhasco,FALSE,FALSE,FALSE,2019-10-15,filipe_oreia,TRUE,5183,0
Alguém ai pra jogar a temporada nova?,FALSE,FALSE,FALSE,2019-10-15,ArtieDamiani,TRUE,5184,0
"@anonimo Quem faz uso da energia solar paga 58 reais para jogar a energia de GRAÇA na rede elétrica. Com mais oferta a empresa de eletricidade teria que baixar o preço final ao consumidor, porém a empresa e Governo não querem a queda no preço da energia.",FALSE,FALSE,FALSE,2019-10-15,NipponSerginho,TRUE,5185,0
Essa merda de depressão ainda vai me matar,TRUE,FALSE,FALSE,2019-09-28,winiciusdrose,TRUE,3225,2
to me sentindo pessima irei me matar,TRUE,FALSE,FALSE,2019-10-12,tsukkiart,TRUE,4319,2
n quero mais viver mas eu tbm n quero me matar qq eu faço,TRUE,FALSE,FALSE,2019-10-13,basketcwse,TRUE,4924,2
só quero morrer memo,TRUE,FALSE,FALSE,2019-10-02,bibsturner,TRUE,3365,2
pfvr alguém entra aqui em casa e me mata enquanto eu estiver dormindo pfvr não quero mais viver obg,TRUE,FALSE,FALSE,2019-10-14,efidexis,TRUE,4818,2
N quero mais viver,TRUE,FALSE,FALSE,2019-10-14,fuyutsuki___,TRUE,4935,2
Depois de ver isso eu realmente n quero mais viver https://t.co/FXNhZSNW9X,TRUE,FALSE,FALSE,2019-10-13,Brendinea2,TRUE,4936,2
No fim cada um quer viver sua vida e eu n quero mais viver a minha,TRUE,FALSE,FALSE,2019-10-13,gubatini7,TRUE,4937,2
n quero viver hoje KKKKKKKK PQP,TRUE,FALSE,FALSE,2019-10-13,carolixohihi,TRUE,4939,2
Se eu n me matar até 20h eu n me mato mais,TRUE,FALSE,FALSE,2019-10-12,Largadon4_,TRUE,4957,2
"eu só não me mato por três motivos 
- medo de sofre - medo de fazer os outros sofrere - é pecado",TRUE,FALSE,FALSE,2019-10-13,knjutopia,TRUE,5288,2
mentira ja desisti de viver faz tempo.. só nao me mato pq não quero fazer minha mamae chorwr,TRUE,FALSE,FALSE,2019-10-14,pristinxs,TRUE,5291,2
"meu primo uma vez me disse q eu só não me mato pq sou covarde. bom, ele esta certo.",TRUE,FALSE,FALSE,2019-10-14,fraviosouza,TRUE,5293,2
Só não me mato pq ainda não realizei meu sonho,TRUE,FALSE,FALSE,2019-10-14,ApenasUmaArmyQ5,TRUE,5294,2
aí gente sei lá........ eu só não me mato porque já tomei no cu o suficiente e dá trabalho demais,TRUE,FALSE,FALSE,2019-10-15,leisurxat,TRUE,5295,2
eu só nao me mato porque tenho medo de continuar viva e sequelada,TRUE,FALSE,FALSE,2019-10-14,deusa_777,TRUE,5296,2
"Eu quero ficar sozinho pelo menos por um dia, mas todo lugar que eu estou tem alguém e não sei pq mas isso ta me estressando",TRUE,FALSE,FALSE,2019-10-09,S1CKp1lot,TRUE,3725,2
As vezes a única coisa q quero é ficar sozinho é escutar cazuza,TRUE,FALSE,FALSE,2019-10-09,ousadozen,TRUE,3728,2
"Eu só não me mato por causa da minha família e o meu sonho de trabalhar ajudando animais, os seres mais importantes do mundo pra mim Antes de falar que é só um cachorro, entende o que esse serzinho é pra alguém.",TRUE,FALSE,FALSE,2019-10-14,Coragem134,TRUE,5290,2
"mds eu vejo os stories q meus amgs postan meu, sla dá vontade de morrer de tao feia que eu sou",TRUE,FALSE,FALSE,2019-10-15,larirebechi,TRUE,5403,2
Quantas vezes eu vou ver isso no tt e no wpp hoje.. que vontade de morrer!! https://t.co/4XdQQjnjs9,TRUE,FALSE,FALSE,2019-10-15,Allangs19,TRUE,5404,2
Vontade de morrer pqp,TRUE,FALSE,FALSE,2019-10-15,Willy69837818,TRUE,5407,2
Amanhã volta a escola e volta junto minha vontade de morrer,TRUE,FALSE,FALSE,2019-10-15,domkesalles,TRUE,5408,2
"Memão, 3h acordado e já bateu ansiedade, melancolia, vontade de morrer. Agora to  de boa",TRUE,FALSE,FALSE,2019-10-15,moscanasopa_,TRUE,5409,2
pra que juntar dinheiro se eu vou me matar msm,TRUE,FALSE,FALSE,2019-09-19,flafluorescent,TRUE,2858,2
e alem disso irei me matar,TRUE,FALSE,FALSE,2019-10-13,adfstnnn,TRUE,4323,2
Irei me matar agr.,TRUE,FALSE,FALSE,2019-10-13,milaapinheiiro,TRUE,4324,2
@anonimo IREI ME MATAR????,TRUE,FALSE,FALSE,2019-10-12,RM__yellow,TRUE,4325,2
@anonimo sim mas em breve n estarei mais pois em breve irei me matar,TRUE,FALSE,FALSE,2019-10-12,kebalito,TRUE,4326,2
eu vivo dando que vou me matar mais a real eh que eu tenho medo de dar errado de novokkkkk,TRUE,FALSE,FALSE,2019-09-26,cigarettedream_,TRUE,3045,2
"@anonimo Vou me matar num lugar escondido que aí tu num acha meu corpo, e teu curso é enfermagem, não alquimia",TRUE,FALSE,FALSE,2019-09-26,Xeroqlixo,TRUE,3049,2
"@anonimo desculpo, pq eu tbm n queria ter nascido",TRUE,FALSE,FALSE,2019-10-09,guibrle,TRUE,4356,2
n queria ter nascido n,TRUE,FALSE,FALSE,2019-10-11,crishakur,TRUE,4363,2
Eu as vezes simplesmente n queria ter nascido,TRUE,FALSE,FALSE,2019-10-04,LamaisonEmilia,TRUE,4364,2
"nem fudendo q vou ter decorar o texto da aline e apresentar +3 trabalhos amanha, sinceramente eu nao aguento mais isso vou me matar",TRUE,FALSE,FALSE,2019-09-25,laisbarbierii,TRUE,3105,2
"@anonimo eu tbm odeio meu aniversário, pq me lembro q nasci em tal dia, mas eu n queria ter nascido",TRUE,FALSE,FALSE,2019-10-13,damn27132983,TRUE,4365,2
"minha mãe me relembrando do dia em q eu estava irritada e disse q n queria ter nascido e rindo no final, se ela soubesse q eu n falei isso só por falar 👍👍👍👍👍👍👍👍👍👍",TRUE,FALSE,FALSE,2019-10-12,mmldworld_,TRUE,4366,2
Quero morrer é isso,TRUE,FALSE,FALSE,2019-10-02,lariapb,TRUE,3594,2
Depois de hj eu quero desaparecer da face da terra,TRUE,FALSE,FALSE,2019-09-26,RedherStamilly,TRUE,3205,2
As vezes eu só n queria ter nascido,TRUE,FALSE,FALSE,2019-10-11,Jonas_beto,TRUE,4367,2
Eu n quero viver Mas tenho curiosidade para saber o q de fato vai me levar ao surto e ir p próxima encarnação,TRUE,FALSE,FALSE,2019-10-13,pseudo_gabriel,TRUE,4941,2
eu n quero viver hj,TRUE,FALSE,FALSE,2019-10-14,brntodied,TRUE,4942,2
@anonimo Eu n quero viver https://t.co/ymrRIWhfAT,TRUE,FALSE,FALSE,2019-10-13,lilyxalien,TRUE,4943,2
@anonimo Eu n quero viver mais,TRUE,FALSE,FALSE,2019-10-14,tutsrigueira,TRUE,4944,2
"irei me matar ainda hoje e é por você. te vejo no céu minha vida, meu amor, meu tudo.",TRUE,FALSE,FALSE,2019-10-13,mamaegozeiiii,TRUE,4799,2
obrigador por postar esse video amig irei me matar espero que esteja feliz https://t.co/bGhI8keWlH,TRUE,FALSE,FALSE,2019-10-13,Lvxverse,TRUE,4800,2
não se acustumem comigo uma hora ou outra irei me matar,TRUE,FALSE,FALSE,2019-10-13,mahleeite0,TRUE,4801,2
além do mais irei me matar !!,TRUE,FALSE,FALSE,2019-10-13,avocaila,TRUE,4802,2
Além disso irei me matar,TRUE,FALSE,FALSE,2019-10-13,ASAP_trick,TRUE,4803,2
"Sem vontade de viver Katria, 19 anos",TRUE,FALSE,FALSE,2019-10-14,BianchiKatria,TRUE,4805,2
Pq eu só  merda em pqp vei eu sou mt burro da vontade de me matar pq eu existo em,TRUE,FALSE,FALSE,2019-10-14,GabriBoiadeiro,TRUE,4777,2
vi coisas no insta e agr to em dúvida entre chorar até dormir OU me matar,TRUE,FALSE,FALSE,2019-10-14,jv_bbs,TRUE,4782,2
"Hoje falaram que minha costela está gorda, e eu só cheguei e vomitei tudo oq comi, como sempre, para todos eu paro mas eu não consigo parar pq só penso em sumir e morrer",TRUE,FALSE,FALSE,2019-10-01,Desabaf13219236,TRUE,3246,2
queria ser uma gostosa tatuada mas gostosa tatuada eu não posso ser pois isso dá muito trabalho e eu so penso em morrer,TRUE,FALSE,FALSE,2019-10-02,tucandeirah,TRUE,3250,2
hm quero sumir como faz,TRUE,FALSE,FALSE,2019-10-02,hzllas,TRUE,3274,2
"Vou largar td de mao e me sumir, ai eu quero ver sentirem minha falta, n vai ter ngm pra resolver os perrengues de vcs ai vao lembrar de mim",TRUE,FALSE,FALSE,2019-10-02,heydenick,TRUE,3275,2
Eu cansei eu já não quero mais viver pra mim,TRUE,FALSE,FALSE,2019-10-14,Luquinhasfz,TRUE,4810,2
não quero mais viver mano eu não quero.,TRUE,FALSE,FALSE,2019-10-14,kkketsia,TRUE,4812,2
Se eu dissesse que não dá mais.. alguém acredita ou pelo menos tenta impedir porque não precisa eu não quero mais viver só quero dar stop e parar com tudo,TRUE,FALSE,FALSE,2019-10-14,diuncancer,TRUE,4813,2
eu não quero mais viver,TRUE,FALSE,FALSE,2019-10-14,nayalicee,TRUE,4816,2
devia ter um botão de desistir de tudo ne ah cansei não quero mais viver apertou o botão morreu,TRUE,FALSE,FALSE,2019-10-14,inybased,TRUE,4819,2
Não quero mais viver,TRUE,FALSE,FALSE,2019-10-14,Todinhoseuu,TRUE,4820,2
EU NÃO QUERO MAIS VIVER A MINHA VIDA,TRUE,FALSE,FALSE,2019-10-14,oliver_mliv,TRUE,4821,2
"Meus pais foram embora e agora sim eu n quero mais viver, já to morrendo de sdds",TRUE,FALSE,FALSE,2019-10-13,mah_x33,TRUE,4827,2
n quero mais viver,TRUE,FALSE,FALSE,2019-10-14,wirIdest,TRUE,4829,2
"Sábado tendo um puta surto não quero falar com ngm, não quero ver ngm, que ódio",TRUE,FALSE,FALSE,2019-10-12,larycapistranoo,TRUE,4463,2
"cancelei tudo, não quero ver ngm hoje, ficar trancada no quarto p sempre, sextou",TRUE,FALSE,FALSE,2019-10-11,costaclarr,TRUE,4465,2
"hoje é um daqueles dias q eu não quero ver ngm,,,,,,,",TRUE,FALSE,FALSE,2019-10-11,wiuuki,TRUE,4466,2
"Vey um dia eu vou ter uma família top e essa que eu “tenho” não quero ver ngm, família tóxica 🤮🤮",TRUE,FALSE,FALSE,2019-10-12,luuanbsb,TRUE,4467,2
"eu sou uma péssima pessoa e n quero mais viver nesse mundo, eu n tenho mais nada pra fazer aq",TRUE,FALSE,FALSE,2019-10-12,shillary_,TRUE,4835,2
Tem dias(como hj) que não quero ver ngm nessa merda...maaas isso é impossível.,TRUE,FALSE,FALSE,2019-10-11,19HenriqueGomes,TRUE,4474,2
"realmente eu sou um lixo, como minha mãe diz eu vou ficar sozinha até me tratar",TRUE,FALSE,FALSE,2019-10-14,gaanja_giirl,TRUE,4836,2
"@anonimo Eu não gosto de fingir então fica bem aparente mesmo, fico com mó cara de merda quando não to bem, só que como tenho tendência de me afastar das pessoas ate mesmo quem percebe me deixa quieto num canto.",TRUE,FALSE,FALSE,2019-10-13,FernandoKayro,TRUE,4501,2
Tenho essa mania idiota de me afastar das pessoas achando que elas irão sentir a minha falta.,TRUE,FALSE,FALSE,2019-10-13,JonathanEvang11,TRUE,4503,2
"talvez seja melhor >eu< me afastar das pessoas, elas já tem problemas suficientes, não precisam ficar lidando com minhas mudanças de humor e com minhas inseguranças, nem ficar ouvindo sobre meus problemas",TRUE,FALSE,FALSE,2019-10-13,euphwjk,TRUE,4505,2
"eu e essa mania de me afastar das pessoas, que caralho",TRUE,FALSE,FALSE,2019-10-13,kamslima_,TRUE,4507,2
"odeio meu jeito de me afastar das pessoas pra não me machucar e depois fico sentindo falta,, aff",TRUE,FALSE,FALSE,2019-10-13,trembarbie0,TRUE,4508,2
O certo agr  é  ficar no quarto sem incomodar  ninguém,TRUE,FALSE,FALSE,2019-10-13,Pedrohm1707,TRUE,4511,2
Meu rolê perfeito no verão é ficar no quarto com o ar condicionado ligado.,TRUE,FALSE,FALSE,2019-10-13,_dcorrea,TRUE,4513,2
"excelente dia pra não fazer nada. ficar no quarto o dia todo bebendo refrigerante, comendo besteira e maratonando duck tales. que comece o domingo.",TRUE,FALSE,FALSE,2019-10-13,knndx,TRUE,4517,2
@anonimo babe já tens com quem ficar no quarto em la?,TRUE,FALSE,FALSE,2019-10-13,vieira_jona,TRUE,4519,2
"negocio serio aqu 
inicio do ano mesmo com um dia pica desses eu preferia ficar no quarto todo fechado e escuro toda jurur 
hoje eu nao consigo mais fazer isso to feliz demais????????",TRUE,FALSE,FALSE,2019-10-13,elderstunados,TRUE,4521,2
"@anonimo Queria ficar no quarto, mas minha família vai me obrigar a ficar na sala",TRUE,FALSE,FALSE,2019-10-13,2609Laila,TRUE,4522,2
eu nao consigo ficar parado se nao minha cabeça doi se eu andar meu corpo doi se eu deita pra dormi eu fico agitado eu vo morre,TRUE,FALSE,FALSE,2019-10-02,ggfreitas99_,TRUE,3310,2
"Ok, eu n quero mais viver kkkk",TRUE,FALSE,FALSE,2019-10-13,Loxom1,TRUE,4925,2
"ai depois de hoje n quero mais viver, só sei q o laimer, a nati, a karén e o be receberam os melhores áudios possíveis de mim",TRUE,FALSE,FALSE,2019-10-13,julixbarretx,TRUE,4927,2
"Eu cansei, já n quero mais viver p mim",TRUE,FALSE,FALSE,2019-10-14,Ann4_vivi7,TRUE,4928,2
"A verdade é que eu queria poder ajudar todo mundo que está passando por momentos difíceis, depressa e etc mas quanto mais eu tento mais percebo que se eu mesma não estiver bem eu nunca vou conseguir ajudar ninguém mas não consigo mais sair dessa sozinha e isso é tão frustrante",TRUE,FALSE,FALSE,2019-10-14,lunakarenn,TRUE,5050,2
eu quero me matar,TRUE,FALSE,FALSE,2019-10-12,holdbsizzler,TRUE,3796,2
É por esse e outros vários motivos q Eu quero me matar 🙂👍,TRUE,FALSE,FALSE,2019-10-12,guedes_anabela,TRUE,3797,2
EU QUERO ME MATAR AGORAAAA,TRUE,FALSE,FALSE,2019-10-12,bluestete,TRUE,3798,2
@anonimo Desisto da vida vou me matar fodace,TRUE,FALSE,FALSE,2019-10-12,GabemLord,TRUE,3799,2
"@anonimo @anonimo @anonimo @anonimo Kkk kkk não vou me matar, não te preocupes kkkkk",TRUE,FALSE,FALSE,2019-10-12,binn05,TRUE,3800,2
será que vou precisar ficar famosa pra alguém me matar??,TRUE,FALSE,FALSE,2019-10-12,ellycrf,TRUE,3801,2
se eu morrer amanhã por ter ido sozinha vou me matar,TRUE,FALSE,FALSE,2019-10-12,starkoogi,TRUE,3802,2
@anonimo nao estou na media vou me matar,TRUE,FALSE,FALSE,2019-10-12,stuxnety,TRUE,3805,2
"@anonimo @anonimo vou me matar então, é meu destino... não foi 2014, não foi 2017, é 2019",TRUE,FALSE,FALSE,2019-10-12,AyumiAllen,TRUE,3807,2
ai namoral eu vou real me matar velho n da n https://t.co/hao6DY6SzK,TRUE,FALSE,FALSE,2019-10-12,miqozinho,TRUE,3809,2
"Não entendi, vou me matar https://t.co/KHNL4B3PpK",TRUE,FALSE,FALSE,2019-10-12,eissota,TRUE,3810,2
Eu não aguento mais,TRUE,FALSE,FALSE,2019-10-12,kamiladduarte,TRUE,3813,2
"não aguento mais ter essas crises, sinceramente....",TRUE,FALSE,FALSE,2019-10-12,Licegomesrs,TRUE,3814,2
"amém, pq eu não aguento mais isso https://t.co/KmY3VoJAFW",TRUE,FALSE,FALSE,2019-10-12,MinneYoong,TRUE,3817,2
"Meu Deus hoje é o dia que eu queria morrer, que inferno mano",TRUE,FALSE,FALSE,2019-10-12,_juliabinotti,TRUE,4150,2
acho que to me isolando de novo n sei,TRUE,FALSE,FALSE,2019-10-14,jin__ggukie,TRUE,5084,2
"Tô cada vez mais me isolando, preocupante",TRUE,FALSE,FALSE,2019-10-14,xhhtpas,TRUE,5085,2
"faz semanas que eu so penso em morrer. Eu realmente nai aguento mais absolutamente NADA na minha vid 
ate a unica coisa que me fazia ficar viva eu to desistindo, eu nao sei oq fazer",TRUE,FALSE,FALSE,2019-10-02,konysxbi,TRUE,3240,2
qd eu tô nessa aula eu só penso em morrer,TRUE,FALSE,FALSE,2019-10-02,relentlessghost,TRUE,3241,2
cansada dos meus amgs estarem sempre em role e n darem atenção pra mim vou me matar,TRUE,FALSE,FALSE,2019-10-14,lgbit0,TRUE,4784,2
vou me matar 😍,TRUE,FALSE,FALSE,2019-10-14,vantsgohg,TRUE,4785,2
eu n quero mais viver asskm.,TRUE,FALSE,FALSE,2019-10-14,pcyspace,TRUE,4932,2
N quero mais viver essa merda,TRUE,FALSE,FALSE,2019-10-14,BrunoThopp,TRUE,4933,2
"sempre que acho qye to bem, ela vem mais forte aind 
eu nao aguento mais, to desesperada, n quero mais viver",TRUE,FALSE,FALSE,2019-10-13,loonablog,TRUE,4934,2
N quero viver o dia de hj,TRUE,FALSE,FALSE,2019-10-13,pistoleiraboa,TRUE,4945,2
